Name,Party,Riding,Province,Status,ElectionNum
"BLAIS, Lucie ",Liberal,ABITIBI,Quebec,0,35
"BLENKINSOP, Rosemarie ",New Democratic Party,SUDBURY,Ontario,0,35
"BLOND, Janet ",National Party of Canada,EDMONTON SOUTHEAST,Alberta,0,35
"BLONDIN, Pierrette ",Natural Law Party of Canada,GLENGARRY--PRESCOTT--RUSSELL,Ontario,0,35
"BLONDIN-ANDREW, Ethel ",Liberal,WESTERN ARCTIC,Northwest Territories,1,35
"BOIKOFF, Lucille ",Party for the Commonwealth of Canada,VANCOUVER CENTRE,British Columbia,0,35
"BOIS, Hélène ",New Democratic Party,KAMOURASKA--RIVIÈRE-DU-LOUP,Quebec,0,35
"BOUDREAU PEDERSEN, Mae ",Christian Heritage Party of Canada,BEAUSÉJOUR,New Brunswick,0,35
"BOURGAULT, Lise ",Progressive Conservative,ARGENTEUIL--PAPINEAU,Quebec,0,35
"BOURKE, Shannon M. ",Natural Law Party of Canada,SARNIA--LAMBTON,Ontario,0,35
"BOURQUE, Francine ",New Democratic Party,HULL--AYLMER,Quebec,0,35
"BOURQUE, Jeannine ",Progressive Conservative,BEAUCE,Quebec,0,35
"BRASSARD, Sophie ",Party for the Commonwealth of Canada,LAURIER--SAINTE-MARIE,Quebec,0,35
"BRIDGMAN, Margaret ",Reform Party of Canada,SURREY NORTH,British Columbia,1,35
"BROAD, Gayle Erma ",New Democratic Party,ALGOMA,Ontario,0,35
"BROOKE, Estelle Rachel ",Natural Law Party of Canada,FRASER VALLEY EAST,British Columbia,0,35
"BROUILLET, Claire ",Liberal,TERREBONNE,Quebec,0,35
"BROUSSEAU, Margo ",Liberal,LOUIS-HÉBERT,Quebec,0,35
"BROWES, Pauline ",Progressive Conservative,SCARBOROUGH CENTRE,Ontario,0,35
"BROWN, Bonnie ",Liberal,OAKVILLE--MILTON,Ontario,1,35
"BROWN, Jan ",Reform Party of Canada,CALGARY SOUTHEAST,Alberta,1,35
"BROWN, Shirley ",New Democratic Party,SAINT JOHN,New Brunswick,0,35
"BRUSHETT, Dianne ",Liberal,CUMBERLAND--COLCHESTER,Nova Scotia,1,35
"BUGMANN, Ida ",Natural Law Party of Canada,CALGARY SOUTHWEST,Alberta,0,35
"BURELLO, Albina ",National Party of Canada,MISSISSAUGA SOUTH,Ontario,0,35
"BURTON, Cindy A. ",Abolitionist Party of Canada,NICKEL BELT,Ontario,0,35
"BUSS, Rose ",New Democratic Party,WINNIPEG SOUTH,Manitoba,0,35
"BUZIK, Joan ",Natural Law Party of Canada,DELTA,British Columbia,0,35
"CABOTT, Mae ",Liberal,MISSION--COQUITLAM,British Columbia,0,35
"CALLENDER, Sandy ",Natural Law Party of Canada,PETERBOROUGH,Ontario,0,35
"CAMPBELL, Dorothy ",National Party of Canada,DON VALLEY WEST,Ontario,0,35
"CAMPBELL, Judith ",No affiliation to a recognised party,RICHMOND,British Columbia,0,35
"CAMPBELL, Kim ",Progressive Conservative,VANCOUVER CENTRE,British Columbia,0,35
"CAOUETTE, Martine ",New Democratic Party,SHERBROOKE,Quebec,0,35
"CARASCO, Emily ",New Democratic Party,WINDSOR WEST,Ontario,0,35
"CARPENTIER, Audrey ",New Democratic Party,CHARLEVOIX,Quebec,0,35
"CARRIER, Carole ",Abolitionist Party of Canada,LÉVIS,Quebec,0,35
"CATTERALL, Marlene ",Liberal,OTTAWA WEST,Ontario,1,35
"CHAMBERLAIN, Brenda ",Liberal,GUELPH--WELLINGTON,Ontario,1,35
"CHAMPAGNE, Andrée ",Progressive Conservative,SAINT-HYACINTHE--BAGOT,Quebec,0,35
"CHARLAND, Danielle ",Natural Law Party of Canada,QUÉBEC,Quebec,0,35
"CHARLAND, Marlène ",Natural Law Party of Canada,SAINT-LÉONARD,Quebec,0,35
"CHARLEBOIS, Gisèle ",New Democratic Party,PAPINEAU--SAINT-MICHEL,Quebec,0,35
"CHOQUETTE, Maryse ",New Democratic Party,TROIS-RIVIÈRES,Quebec,0,35
"CHRISTIANSEN, Billie ",No affiliation to a recognised party,SUDBURY,Ontario,0,35
"CLANCY, Mary ",Liberal,HALIFAX,Nova Scotia,1,35
"CLARK, Shelley Ann ",National Party of Canada,CARLETON--GLOUCESTER,Ontario,0,35
"CLARKE, Barbara ",New Democratic Party,RENFREW--NIPISSING--PEMBROKE,Ontario,0,35
"CLOUTIER, Louise ",New Democratic Party,ABITIBI,Quebec,0,35
"COHEN, Shaughnessy ",Liberal,WINDSOR--ST. CLAIR,Ontario,1,35
"COLE, Denise ",Progressive Conservative,BEACHES--WOODBINE,Ontario,0,35
"COLLINS, Bev ",National Party of Canada,KOOTENAY WEST--REVELSTOKE,British Columbia,0,35
"COLLINS, Faith ",Progressive Conservative,VICTORIA,British Columbia,0,35
"COLLINS, Mary ",Progressive Conservative,CAPILANO--HOWE SOUND,British Columbia,0,35
"COPELAND, Leanore ",Liberal,NEW WESTMINSTER--BURNABY,British Columbia,0,35
"COPPS, Sheila ",Liberal,HAMILTON EAST,Ontario,1,35
"COSTISELLA, Marie-Thérèse ",Party for the Commonwealth of Canada,OTTAWA CENTRE,Ontario,0,35
"COULTER, Carol-Anne ",Natural Law Party of Canada,SCARBOROUGH EAST,Ontario,0,35
"COUTO, Elaine ",No affiliation to a recognised party,HAMILTON WEST,Ontario,0,35
"COWLING, Marlene ",Liberal,DAUPHIN--SWAN RIVER,Manitoba,1,35
"CRANE, Dolores Dodi ",New Democratic Party,HILLSBOROUGH,Prince Edward Island,0,35
"CRITOPH, Ursule ",New Democratic Party,OTTAWA SOUTH,Ontario,0,35
"CRONE, Kathleen ",Reform Party of Canada,YORK SOUTH--WESTON,Ontario,0,35
"DALPHOND-GUIRAL, Madeleine ",Bloc Québécois,LAVAL CENTRE,Quebec,1,35
"DANDENAULT, Christine ",Marxist-Leninist Party,HOCHELAGA--MAISONNEUVE,Quebec,0,35
"DANEAULT, Pauline B. ",Progressive Conservative,SAINT-MAURICE,Quebec,0,35
"DARISSE, Helene Ann ",Natural Law Party of Canada,OSHAWA,Ontario,0,35
"DAVIES, Carolyn ",New Democratic Party,LONDON--MIDDLESEX,Ontario,0,35
"DAVY, Shirley ",New Democratic Party,PARRY SOUND--MUSKOKA,Ontario,0,35
"DAWSON-BERNARD, Doris ",Liberal,BEAUPORT--MONTMORENCY--ORLÉANS,Quebec,0,35
"DE PONTBRIAND, Carmen ",Progressive Conservative,PAPINEAU--SAINT-MICHEL,Quebec,0,35
"DEBIEN, Maud ",Bloc Québécois,LAVAL EAST,Quebec,1,35
"DELAND-GERVAIS, Christiane ",Party for the Commonwealth of Canada,AHUNTSIC,Quebec,0,35
"DEMAINE, Shirley ",National Party of Canada,NOTRE-DAME-DE-GRÂCE,Quebec,0,35
"DES ROCHES, Nicole ",New Democratic Party,PONTIAC--GATINEAU--LABELLE,Quebec,0,35
"DESMEULES, Majella ",New Democratic Party,QUÉBEC,Quebec,0,35
"DEWAR, Marion ",New Democratic Party,OTTAWA CENTRE,Ontario,0,35
"DI CARLO, Anna ",No affiliation to a recognised party,GUELPH--WELLINGTON,Ontario,0,35
"DIONNE, Linda ",Progressive Conservative,OSHAWA,Ontario,0,35
"DOBBIE, Dorothy ",Progressive Conservative,WINNIPEG SOUTH,Manitoba,0,35
"DORAM, Maureen ",Natural Law Party of Canada,CALGARY SOUTHEAST,Alberta,0,35
"DOUGHERTY, Mabel E. ",Progressive Conservative,BRANT,Ontario,0,35
"DUBÉ, Linda ",Natural Law Party of Canada,YORK CENTRE,Ontario,0,35
"DUBOIS, Linda ",Abolitionist Party of Canada,HULL--AYLMER,Quebec,0,35
"DUPLESSIS, Suzanne ",Progressive Conservative,LOUIS-HÉBERT,Quebec,0,35
"DUPONT, Pauline ",New Democratic Party,ST. BONIFACE,Manitoba,0,35
"EGAN, Rita ",New Democratic Party,EDMONTON--STRATHCONA,Alberta,0,35
"ELBOURNE, Ann ",New Democratic Party,SAINT-HENRI--WESTMOUNT,Quebec,0,35
"ELBOURNE, Frances ",New Democratic Party,VERCHÈRES,Quebec,0,35
"EVIC-TWERDIN, Leena ",Progressive Conservative,NUNATSIAQ,Northwest Territories,0,35
"FAIRALL, Lynn ",New Democratic Party,FRASER VALLEY WEST,British Columbia,0,35
"FALARDEAU, Denise ",Progressive Conservative,LAC-SAINT-JEAN,Quebec,0,35
"FELTHAM, Louise ",Progressive Conservative,WILD ROSE,Alberta,0,35
"FENNELL, Susan ",Progressive Conservative,BRAMPTON,Ontario,0,35
"FILBERT, Lynn ",Progressive Conservative,WINNIPEG NORTH,Manitoba,0,35
"FINESTONE, Sheila ",Liberal,MONT ROYAL,Quebec,1,35
"FINLAY, Katherine ",Natural Law Party of Canada,KITCHENER,Ontario,0,35
"FISHER, Katherine Emilia ",Natural Law Party of Canada,VEGREVILLE,Alberta,0,35
"FLORENCE, Darlene ",Reform Party of Canada,BRAMALEA--GORE--MALTON,Ontario,0,35
"FOLCO, Raymonde ",Liberal,LAVAL EAST,Quebec,0,35
"FOLEY, Julie ",New Democratic Party,SARNIA--LAMBTON,Ontario,0,35
"FOLK, Dorothy ",Party for the Commonwealth of Canada,PRINCE GEORGE--PEACE RIVER,British Columbia,0,35
"FORTIN, Suzanne ",New Democratic Party,BEAUPORT--MONTMORENCY--ORLÉANS,Quebec,0,35
"FOSS, V. Anne ",Canada Party,VICTORIA,British Columbia,0,35
"FOSTER, Judith ",Abolitionist Party of Canada,LONDON WEST,Ontario,0,35
"FOSTER, Marjorie ",Reform Party of Canada,PRINCE EDWARD--HASTINGS,Ontario,0,35
"FOSTER, Marva ",Abolitionist Party of Canada,LONDON--MIDDLESEX,Ontario,0,35
"FOURNIER, Angéline ",Liberal,SAINT-HUBERT,Quebec,0,35
"FRANCIS, Sara ",Green Party of Canada,WELLINGTON--GREY--DUFFERIN--SIMCOE,Ontario,0,35
"FRAPPIER, Lorraine ",Progressive Conservative,RICHELIEU,Quebec,0,35
"FRASER, Doreen ",No affiliation to a recognised party,FREDERICTON--YORK--SUNBURY,New Brunswick,0,35
"FREDEEN, Donalda ",Natural Law Party of Canada,BEACHES--WOODBINE,Ontario,0,35
"FRY, Hedy ",Liberal,VANCOUVER CENTRE,British Columbia,1,35
"FULLER, Doris ",National Party of Canada,CAPILANO--HOWE SOUND,British Columbia,0,35
"FYFE, Karen ",New Democratic Party,MALPEQUE,Prince Edward Island,0,35
"GABOURY, Jacquie ",New Democratic Party,PEACE RIVER,Alberta,0,35
"GAFFNEY, Beryl ",Liberal,NEPEAN,Ontario,1,35
"GAGNON, Christiane ",Bloc Québécois,QUÉBEC,Quebec,1,35
"GAINER, Karen ",Liberal,CALGARY WEST,Alberta,0,35
"GALLANT, Kim ",New Democratic Party,ACADIE--BATHURST,New Brunswick,0,35
"GARNIER, Andrea ",New Democratic Party,CALGARY NORTH,Alberta,0,35
"GASS, Judith ",Progressive Conservative,DARTMOUTH,Nova Scotia,0,35
"GATLEY, Jeanne ",Marxist-Leninist Party,EGLINTON--LAWRENCE,Ontario,0,35
"GAUTHIER, Luce-Andrée ",Progressive Conservative,ACADIE--BATHURST,New Brunswick,0,35
"GIBBONS, Colyne ",Reform Party of Canada,THUNDER BAY--ATIKOKAN,Ontario,0,35
"GIBBONS, Linda Dale ",No affiliation to a recognised party,ROSEDALE,Ontario,0,35
"GIBEAU, Marie ",Progressive Conservative,BOURASSA,Quebec,0,35
"GILLEN, Teresa ",Natural Law Party of Canada,CARIBOO--CHILCOTIN,British Columbia,0,35
"GIROUX, Denise ",New Democratic Party,HAMILTON WEST,Ontario,0,35
"GIULIETTI, Rosanne ",New Democratic Party,YORK WEST,Ontario,0,35
"GLENN, Colleen ",New Democratic Party,EDMONTON SOUTHWEST,Alberta,0,35
"GOERTZEN, Carolyn Dorothy ",National Party of Canada,SURREY--WHITE ROCK--SOUTH LANGLEY,British Columbia,0,35
"GOLDSTEIN, Shelley ",National Party of Canada,WILLOWDALE,Ontario,0,35
"GRAYSON, Carolyn ",Natural Law Party of Canada,NEW WESTMINSTER--BURNABY,British Columbia,0,35
"GREENE, Barbara ",Progressive Conservative,DON VALLEY NORTH,Ontario,0,35
"GREENWOOD, Mary Ann ",New Democratic Party,LEEDS--GRENVILLE,Ontario,0,35
"GRETSINGER, Connie ",New Democratic Party,PORTAGE--INTERLAKE,Manitoba,0,35
"GREY, Deborah ",Reform Party of Canada,BEAVER RIVER,Alberta,1,35
"GUARNIERI, Albina ",Liberal,MISSISSAUGA EAST,Ontario,1,35
"GUAY, Monique ",Bloc Québécois,LAURENTIDES,Quebec,1,35
"HAINES, Adele ",Progressive Conservative,BURNABY--KINGSWAY,British Columbia,0,35
"HALL, Lori ",New Democratic Party,EDMONTON NORTH,Alberta,0,35
"HALL, Phyllis ",Natural Law Party of Canada,CUMBERLAND--COLCHESTER,Nova Scotia,0,35
"HANSEN, Gloria ",Natural Law Party of Canada,MACLEOD,Alberta,0,35
"HAYES, Sharon ",Reform Party of Canada,PORT MOODY--COQUITLAM,British Columbia,1,35
"HAZE, Leanne ",Green Party of Canada,BEACHES--WOODBINE,Ontario,0,35
"HEMPHILL, Maureen ",New Democratic Party,WINNIPEG NORTH CENTRE,Manitoba,0,35
"HEPBURN, Joan ",National Party of Canada,RED DEER,Alberta,0,35
"HEPWORTH, Gael ",New Democratic Party,EGLINTON--LAWRENCE,Ontario,0,35
"HÉROUX, Hélène ",Marxist-Leninist Party,ROSEMONT,Quebec,0,35
"HERVIEUX-PAYETTE, Céline ",Liberal,AHUNTSIC,Quebec,0,35
"HICKEY, Bonnie ",Liberal,ST. JOHN'S EAST,Newfoundland and Labrador,1,35
"HICKS, Donna ",Progressive Conservative,NEPEAN,Ontario,0,35
"HIGGS, Mary Ann ",New Democratic Party,KINGSTON AND THE ISLANDS,Ontario,0,35
"HIRD, Cathy ",New Democratic Party,BRUCE--GREY,Ontario,0,35
"HOBSON, Joy Ann ",National Party of Canada,SAINT JOHN,New Brunswick,0,35
"HOFF, Margaret ",New Democratic Party,LONDON WEST,Ontario,0,35
"HOGARTH, Marlene ",Progressive Conservative,THUNDER BAY--NIPIGON,Ontario,0,35
"HOLDEN, Elizabeth ",New Democratic Party,GATINEAU--LA LIÈVRE,Quebec,0,35
"HOLMAN, Grace ",Progressive Conservative,ESQUIMALT--JUAN DE FUCA,British Columbia,0,35
"HOULE, Patricia ",New Democratic Party,LAURENTIDES,Quebec,0,35
"HUGHES, Jane ",New Democratic Party,ST. CATHARINES,Ontario,0,35
"HUNTER, Leslie ",Green Party of Canada,ROSEDALE,Ontario,0,35
"HUNTER, Lynn ",New Democratic Party,SAANICH--GULF ISLANDS,British Columbia,0,35
"HURVID, Judy ",Green Party of Canada,DURHAM,Ontario,0,35
"HUSCHKA SPRAGUE, Rita ",Libertarian Party of Canada,WATERLOO,Ontario,0,35
"HYODO, Eleanor Toshiko ",Natural Law Party of Canada,BRANT,Ontario,0,35
"INNES, Elizabeth ",Natural Law Party of Canada,WINNIPEG SOUTH CENTRE,Manitoba,0,35
"IRVINE, Sue ",Progressive Conservative,OKANAGAN--SIMILKAMEEN--MERRITT,British Columbia,0,35
"ISABELLE, Manon Charleen ",Natural Law Party of Canada,NIPISSING,Ontario,0,35
"JACK, Barbara ",New Democratic Party,CUMBERLAND--COLCHESTER,Nova Scotia,0,35
"JACKLIN, Lynn ",New Democratic Party,ONTARIO,Ontario,0,35
"JACKSON, Geraldine ",Natural Law Party of Canada,MISSISSAUGA EAST,Ontario,0,35
"JACQUES, Carole ",No affiliation to a recognised party,MERCIER,Quebec,0,35
"JAFFER, Mobina ",Liberal,NORTH VANCOUVER,British Columbia,0,35
"JALBERT, Marie D. ",New Democratic Party,LAC-SAINT-JEAN,Quebec,0,35
"JAMES, Lois Jean ",Green Party of Canada,SCARBOROUGH EAST,Ontario,0,35
"JEFFREY, Brooke ",Liberal,OKANAGAN--SHUSWAP,British Columbia,0,35
"JENNINGS, Daphne ",Reform Party of Canada,MISSION--COQUITLAM,British Columbia,1,35
"JEROME, Valerie ",Green Party of Canada,VANCOUVER SOUTH,British Columbia,0,35
"JOHNSEN, Paula ",Natural Law Party of Canada,EDMONTON EAST,Alberta,0,35
"JOHNSTON, Diane ",Marxist-Leninist Party,YORK CENTRE,Ontario,0,35
"JOHNSTON, Marnie ",National Party of Canada,WINNIPEG TRANSCONA,Manitoba,0,35
"JONES, Lynn ",New Democratic Party,HALIFAX,Nova Scotia,0,35
"JOYCE, Marion Velma ",Abolitionist Party of Canada,ST. PAUL'S,Ontario,0,35
"JULIEN, Linda ",Liberal,BEAUHARNOIS--SALABERRY,Quebec,0,35
"KALLOS, Catherine ",New Democratic Party,OUTREMONT,Quebec,0,35
"KELEMBET, Roma ",Libertarian Party of Canada,YORK SOUTH--WESTON,Ontario,0,35
"KING, Leslie ",New Democratic Party,LISGAR--MARQUETTE,Manitoba,0,35
"KINZEL, Ria ",Natural Law Party of Canada,EDMONTON NORTH,Alberta,0,35
"KLIM, Alice ",Progressive Conservative,OKANAGAN--SHUSWAP,British Columbia,0,35
"KOS, Nevenka ",Party for the Commonwealth of Canada,DELTA,British Columbia,0,35
"KOSMAN, Christine ",National Party of Canada,PRINCE EDWARD--HASTINGS,Ontario,0,35
"KOURI, Joan ",Liberal,BROME--MISSISQUOI,Quebec,0,35
"KRAFT SLOAN, Karen ",Liberal,YORK--SIMCOE,Ontario,1,35
"KROPFEL, Ursula ",Natural Law Party of Canada,BURLINGTON,Ontario,0,35
"KRUSCHEL, Linda ",Abolitionist Party of Canada,EGLINTON--LAWRENCE,Ontario,0,35
"LAIDLAW, Maggie ",National Party of Canada,GUELPH--WELLINGTON,Ontario,0,35
"LAKING, Janice ",Liberal,SIMCOE CENTRE,Ontario,0,35
"LALONDE, Francine ",Bloc Québécois,MERCIER,Quebec,1,35
"LAMBECK, Betty Hay ",New Democratic Party,HASTINGS--FRONTENAC--LENNOX AND ADDINGTON,Ontario,0,35
"LAMEY, Joanne ",New Democratic Party,CAPE BRETON--EAST RICHMOND,Nova Scotia,0,35
"LAMOTHE, Siggi ",Natural Law Party of Canada,PRINCE EDWARD--HASTINGS,Ontario,0,35
"LANCTÔT, Monique ",Party for the Commonwealth of Canada,SAINT-LAURENT--CARTIERVILLE,Quebec,0,35
"LANDERS, Pat ",Liberal,SAINT JOHN,New Brunswick,0,35
"LANDRY, Monique ",Progressive Conservative,BLAINVILLE--DEUX-MONTAGNES,Quebec,0,35
"LANGAN, Joy ",New Democratic Party,MISSION--COQUITLAM,British Columbia,0,35
"LAPEYROUSE, Kathleen ",Natural Law Party of Canada,COMOX--ALBERNI,British Columbia,0,35
"LAVOIE, Rita ",Liberal,MANICOUAGAN,Quebec,0,35
"LAWN, Sandra ",Progressive Conservative,LEEDS--GRENVILLE,Ontario,0,35
"LEBLANC, Bernadette ",Progressive Conservative,MONCTON,New Brunswick,0,35
"LEBLANC, Kelly Ann ",Abolitionist Party of Canada,ETOBICOKE CENTRE,Ontario,0,35
"LEBLANC, Nicole ",Marxist-Leninist Party,GATINEAU--LA LIÈVRE,Quebec,0,35
"LÉGARÉ-ST-CYR, Linda ",Natural Law Party of Canada,BLAINVILLE--DEUX-MONTAGNES,Quebec,0,35
"LEMIRE, Marie-Christine ",Progressive Conservative,OTTAWA--VANIER,Ontario,0,35
"LEVESQUE, Stephanie ",New Democratic Party,PERTH--WELLINGTON--WATERLOO,Ontario,0,35
"LIGHTFOOT, Geraldine ",Reform Party of Canada,NIPISSING,Ontario,0,35
"LOEWEN, Shirley ",National Party of Canada,WINNIPEG SOUTH,Manitoba,0,35
"LOIGNON, Micheline ",Abolitionist Party of Canada,BEAUPORT--MONTMORENCY--ORLÉANS,Quebec,0,35
"LOPER, Janice Waud ",New Democratic Party,DON VALLEY EAST,Ontario,0,35
"LORIMIER, Renée-Claude ",New Democratic Party,TERREBONNE,Quebec,0,35
"LOVELESS, Marilyn ",Progressive Conservative,SAANICH--GULF ISLANDS,British Columbia,0,35
"LOVETT, Marlene ",Progressive Conservative,CAPE BRETON--THE SYDNEYS,Nova Scotia,0,35
"LUDLAM, Janet ",No affiliation to a recognised party,VANCOUVER QUADRA,British Columbia,0,35
"LY, Mai ",Abolitionist Party of Canada,ELGIN--NORFOLK,Ontario,0,35
"MACDONALD, Gillian ",New Democratic Party,CARIBOO--CHILCOTIN,British Columbia,0,35
"MACFARLAN, Betty ",Liberal,EDMONTON SOUTHWEST,Alberta,0,35
"MACKENZIE, Pauline ",New Democratic Party,FREDERICTON--YORK--SUNBURY,New Brunswick,0,35
"MACLAREN, Jane ",Progressive Conservative,ETOBICOKE NORTH,Ontario,0,35
"MAHEU, Shirley ",Liberal,SAINT-LAURENT--CARTIERVILLE,Quebec,1,35
"MANN, Tamra ",Progressive Conservative,HAMILTON MOUNTAIN,Ontario,0,35
"MARCHAND, Cynthia ",Natural Law Party of Canada,LINCOLN,Ontario,0,35
"MARION, Marcelle ",National Party of Canada,ST. BONIFACE,Manitoba,0,35
"MARLEAU, Diane ",Liberal,SUDBURY,Ontario,1,35
"MAROIS, Anne-Marie ",Natural Law Party of Canada,RICHMOND--WOLFE,Quebec,0,35
"MARON, Mary ",New Democratic Party,WILLOWDALE,Ontario,0,35
"MARTIN, Parise ",New Democratic Party,MADAWASKA--VICTORIA,New Brunswick,0,35
"MATIOWSKY, Rebecca ",Green Party of Canada,CALGARY CENTRE,Alberta,0,35
"MATTHIASSON, Anne ",Reform Party of Canada,SOUTH SHORE,Nova Scotia,0,35
"MAVROW, Cecilia ",National Party of Canada,VICTORIA,British Columbia,0,35
"MC LAREN, Karen ",New Democratic Party,RED DEER,Alberta,0,35
"MCBRIDE, Anne C. ",Independent,SCARBOROUGH--AGINCOURT,Ontario,0,35
"MCCLEMENT, Kathy ",Natural Law Party of Canada,RICHMOND,British Columbia,0,35
"MCCORMICK, April I. ",No affiliation to a recognised party,KENORA--RAINY RIVER,Ontario,0,35
"MCCREARY, Catherine ",New Democratic Party,CALGARY CENTRE,Alberta,0,35
"MCDONALD, Lynn ",New Democratic Party,BROADVIEW--GREENWOOD,Ontario,0,35
"MCKELLAR, Thérèse ",Progressive Conservative,CARLETON--GLOUCESTER,Ontario,0,35
"MCKENZIE, JeweEL ",Abolitionist Party of Canada,WILLOWDALE,Ontario,0,35
"MCLAUGHLIN, Audrey ",New Democratic Party,YUKON,Yukon,1,35
"MCLELLAN, Anne ",Liberal,EDMONTON NORTHWEST,Alberta,1,35
"MCNEIL, Kathleen ",National Party of Canada,CALGARY WEST,Alberta,0,35
"MCSKIMMINGS, Judie ",New Democratic Party,LANARK--CARLETON,Ontario,0,35
"MCSWEEN, Marie-Andrée ",Progressive Conservative,BEAUHARNOIS--SALABERRY,Quebec,0,35
"MEDJEDOVIC, Ljiljana ",Abolitionist Party of Canada,YORK WEST,Ontario,0,35
"MEREDITH, Val ",Reform Party of Canada,SURREY--WHITE ROCK--SOUTH LANGLEY,British Columbia,1,35
"METHOT, Ann-Marie ",Party for the Commonwealth of Canada,OSHAWA,Ontario,0,35
"MICHAELS, Stephanie ",New Democratic Party,EDMONTON NORTHWEST,Alberta,0,35
"MIDDLEBROOK, Joyce ",Progressive Conservative,PRINCE ALBERT--CHURCHILL RIVER,Saskatchewan,0,35
"MILLMAN, Isabel ",Natural Law Party of Canada,HAMILTON MOUNTAIN,Ontario,0,35
"MINNA, Maria ",Liberal,BEACHES--WOODBINE,Ontario,1,35
"MITCHELL, Margaret ",New Democratic Party,VANCOUVER EAST,British Columbia,0,35
"MITCHELL, Stéphanie ",New Democratic Party,QUÉBEC-EST,Quebec,0,35
"MITZAK, Marsha ",New Democratic Party,SIMCOE NORTH,Ontario,0,35
"MONACO, Lee ",Progressive Conservative,TRINITY--SPADINA,Ontario,0,35
"MONIATOWICZ, Stephanie ",Natural Law Party of Canada,WINDSOR--ST. CLAIR,Ontario,0,35
"MOORE, Christine ",New Democratic Party,CHICOUTIMI,Quebec,0,35
"MORGAN, Karen ",Liberal,DELTA,British Columbia,0,35
"MORIARTY, Cindy ",New Democratic Party,CARLETON--GLOUCESTER,Ontario,0,35
"MORRISSETTE, Pauline G. ",Abolitionist Party of Canada,OTTAWA CENTRE,Ontario,0,35
"MORROW, Valerie ",No affiliation to a recognised party,VEGREVILLE,Alberta,0,35
"MORTON, Donna ",Green Party of Canada,VICTORIA,British Columbia,0,35
"MORTON, Peggy ",Marxist-Leninist Party,EDMONTON SOUTHWEST,Alberta,0,35
"MULVALE, Ann ",Progressive Conservative,OAKVILLE--MILTON,Ontario,0,35
"MUNDAY, Marion ",Canada Party,KAMLOOPS,British Columbia,0,35
"MUNRO-PARRY, Nancy ",Progressive Conservative,OTTAWA WEST,Ontario,0,35
"MURRAY, Janice ",Marxist-Leninist Party,ETOBICOKE CENTRE,Ontario,0,35
"NAYLOR, Karen ",No affiliation to a recognised party,WINNIPEG SOUTH CENTRE,Manitoba,0,35
"NEW-SMALL, Alannah ",Green Party of Canada,VANCOUVER QUADRA,British Columbia,0,35
"NG, Winnie ",New Democratic Party,TRINITY--SPADINA,Ontario,0,35
"NOEL, Leona ",National Party of Canada,NORTHUMBERLAND,Ontario,0,35
"NORTHRUP, Julie ",Marxist-Leninist Party,ETOBICOKE--LAKESHORE,Ontario,0,35
"O'DONNELL, Dorothy-Jean ",Marxist-Leninist Party,VANCOUVER QUADRA,British Columbia,0,35
"OLIVER, Alisen ",Canada Party,ESQUIMALT--JUAN DE FUCA,British Columbia,0,35
"O'ROURKE, Margaret Ann ",Progressive Conservative,HUMBER--ST. BARBE--BAIE VERTE,Newfoundland and Labrador,0,35
"PANET-RAYMOND, Josée ",New Democratic Party,SAINT-DENIS,Quebec,0,35
"PAPETTI, Rose Marie ",Natural Law Party of Canada,SELKIRK--RED RIVER,Manitoba,0,35
"PARENT, Muriel J. ",Progressive Conservative,COCHRANE--SUPERIOR,Ontario,0,35
"PARRISH, Carolyn ",Liberal,MISSISSAUGA WEST,Ontario,1,35
"PAYNE, Jean ",Liberal,ST. JOHN'S WEST,Newfoundland and Labrador,1,35
"PENKALA, Nancy ",National Party of Canada,REGINA--LUMSDEN,Saskatchewan,0,35
"PENNINGTON, Susan Lylliane ",Abolitionist Party of Canada,DAVENPORT,Ontario,0,35
"PENWARDEN, Lesley ",New Democratic Party,ERIE,Ontario,0,35
"PEPPER, Marilyn ",Natural Law Party of Canada,ETOBICOKE NORTH,Ontario,0,35
"PETERS, Pat ",New Democratic Party,SIMCOE CENTRE,Ontario,0,35
"PETERSON, Norma ",New Democratic Party,HALTON--PEEL,Ontario,0,35
"PHINNEY, Beth ",Liberal,HAMILTON MOUNTAIN,Ontario,1,35
"PICARD, Pauline ",Bloc Québécois,DRUMMOND,Quebec,1,35
"PILON, Louise ",National Party of Canada,SAINT-HENRI--WESTMOUNT,Quebec,0,35
"PINO, Kateri Hellman ",National Party of Canada,SASKATOON--DUNDURN,Saskatchewan,0,35
